read_name	read_strand	read_start	read_seg_length	chr	chr_strand	chr_start	chr_seg_length	sample_id
merge658-3	-1	21020	42	chr4	1	168922098	42	12-20363
merge663-3	1	14899	75	chr16	1	70092051	81	12-20363
merge663-3	1	14974	86	chrX	1	3037065	85	12-20363
merge656-3	1	11071	70	chr3	1	13856887	70	12-20363
merge666-3	-1	28407	60	chr7	1	69876491	60	12-20363
merge661-3	1	22477	121	chr15	1	92630958	122	12-20363
merge661-3	1	22598	313	chr15	1	92630835	313	12-20363
merge661-3	1	22911	82	chr15	1	92630907	84	12-20363
merge661-3	1	22997	232	chr15	1	92631197	221	12-20363
merge661-3	-1	5487	49	chrX	1	9021478	48	12-20363
merge655-3	1	14269	67	chr14	1	47053597	67	12-20363
merge679-3	1	2934	37	chr3	1	184418546	37	12-20363
merge665-3	-1	14854	148	chr15	1	78218958	148	12-20363
merge665-3	-1	14756	75	chr3	1	114077762	75	12-20363
merge665-3	-1	14686	69	chr12	1	38075764	69	12-20363
merge662-3	-1	4579	76	chr10	1	27560739	76	12-20363
merge675-3	-1	12777	71	chr2	1	130785121	71	12-20363
merge683-3	-1	5631	51	chr13	1	107271772	51	12-20363
merge669-3	-1	0	42	chr13	1	113049133	42	12-20363
merge682-3	1	3688	78	chr12	1	117075836	78	12-20363
merge676-3	1	13344	58	chr14	1	93300704	58	12-20363
merge652-3	1	9714	140	chr2	1	96481996	140	12-20363
merge678-3	-1	19819	326	chr2	1	207304	327	12-20363
merge678-3	-1	19602	212	chr2	1	207026	217	12-20363
merge678-3	-1	19448	143	chr9	1	28189342	139	12-20363
merge678-3	-1	19405	40	chr1	1	16607159	42	12-20363
merge691-3	1	15732	61	chr8	1	46648785	61	12-20363
merge689-3	-1	15407	54	chr8	1	82635827	54	12-20363
merge674-3	-1	8650	318	chr2	1	193533783	318	12-20363
merge657-3	-1	12327	43	chr7	1	71657877	43	12-20363
merge695-3	-1	1781	48	chr14	1	93247362	48	12-20363
merge693-3	-1	5907	173	chr19	1	10570399	173	12-20363
merge704-3	-1	28262	140	chr12	1	3346711	140	12-20363
merge684-3	1	7378	312	chr1	1	110026029	312	12-20363
merge692-3	1	13364	310	chr8	1	63059021	310	12-20363
merge702-3	-1	21268	74	chr2	1	118572698	74	12-20363
merge702-3	-1	21210	58	chr19	1	33618554	58	12-20363
merge702-3	1	7512	106	chr7	1	139865596	106	12-20363
merge702-3	1	7618	89	chr3	1	22473866	89	12-20363
merge708-3	-1	9214	67	chr2	1	13362828	67	12-20363
merge703-3	-1	11439	71	chr16	1	4145036	71	12-20363
merge668-3	-1	785	83	chr13	1	84194687	83	12-20363
merge668-3	-1	0	781	chr12	1	95915584	780	12-20363
merge709-3	-1	16819	58	chr8	1	3262180	58	12-20363
merge710-3	1	1866	138	chr3	1	179290828	139	12-20363
merge673-3	1	4021	326	chr2	1	137487736	326	12-20363
merge719-3	-1	7727	64	chr4	1	152661284	64	12-20363
merge716-3	1	12449	62	chr18	1	67430992	62	12-20363
merge714-3	-1	16076	264	chr4	1	105123330	264	12-20363
merge701-3	-1	11538	318	chr5	1	154556156	318	12-20363
merge694-3	1	6938	59	chr13	1	53328434	59	12-20363
merge604-3	1	7244	78	chr11	1	15229963	77	12-20363
merge722-3	1	9917	127	chr7	1	100131248	124	12-20363
merge715-3	-1	6481	262	chr4	1	105123330	262	12-20363
merge724-3	1	21518	63	chr17	1	48080935	63	12-20363
merge700-3	1	7938	160	chr5	1	40800466	161	12-20363
merge718-3	1	14144	310	chr4	1	45699573	310	12-20363
merge730-3	-1	27822	73	chr3	1	69267620	73	12-20363
merge727-3	1	4411	84	chrX	1	103059972	85	12-20363
merge737-3	1	20394	94	chr15	1	34515280	94	12-20363
merge706-3	1	22892	191	chr16	1	27294404	192	12-20363
merge706-3	-1	9806	141	chr3	1	16403588	147	12-20363
merge731-3	1	5381	86	chr16	1	74110661	92	12-20363
merge731-3	1	5470	49	chr1	1	202172714	51	12-20363
merge736-3	1	11147	96	chrX	1	22412646	92	12-20363
merge711-3	-1	14409	32	chr11	1	115317984	32	12-20363
merge720-3	-1	17332	37	chr8	1	101124538	37	12-20363
merge749-3	-1	8570	75	chr6	1	159269574	75	12-20363
merge680-3	1	29820	302	chr13	1	69462275	302	12-20363
merge741-3	1	20552	51	chr9	1	126079336	52	12-20363
merge750-3	-1	19434	555	chr6	1	5722798	545	12-20363
merge750-3	-1	15032	58	chr2	1	211347074	58	12-20363
merge740-3	-1	16148	49	chr2	1	126246038	49	12-20363
merge748-3	1	12766	100	chr2	1	233787735	100	12-20363
merge745-3	-1	39029	76	chr18	1	55586153	76	12-20363
merge677-3	1	17274	77	chr12	1	43557574	77	12-20363
merge728-3	1	12161	154	chr17	1	63456596	152	12-20363
merge732-3	-1	11599	42	chr1	1	202172723	42	12-20363
merge762-3	1	5327	313	chr10	1	107475496	313	12-20363
merge757-3	1	9483	54	chr2	1	228480295	54	12-20363
merge755-3	-1	26604	169	chr19	1	33757387	168	12-20363
merge755-3	-1	26537	67	chr7	1	5242851	67	12-20363
merge756-3	-1	3182	72	chrX	1	136532569	72	12-20363
merge763-3	-1	8793	30	chr1	1	202596277	30	12-20363
merge721-3	-1	12188	321	chr17	1	49151089	321	12-20363
merge771-3	-1	11223	38	chr2	1	13227518	38	12-20363
merge758-3	-1	6783	55	chr7	1	84657072	55	12-20363
merge775-3	-1	13310	54	chr11	1	102342308	54	12-20363
merge772-3	1	7908	59	chr12	1	49194147	59	12-20363
merge768-3	-1	10444	301	chr4	1	97669514	301	12-20363
merge725-3	-1	8523	64	chr7	1	135472504	64	12-20363
merge776-3	1	25946	57	chr7	1	30486820	57	12-20363
merge779-3	-1	5885	49	chr3	1	44192212	49	12-20363
merge774-3	1	16106	57	chrX	1	28831028	57	12-20363
merge773-3	-1	11199	311	chr10	1	4592619	311	12-20363
merge753-3	1	3201	328	chr10	1	102885500	328	12-20363
merge788-3	1	19511	303	chr4	1	77421350	303	12-20363
merge769-3	1	22736	58	chr12	1	113543373	58	12-20363
merge780-3	-1	9280	58	chr3	1	86995535	58	12-20363
merge734-3	1	11566	263	chr3	1	96620734	254	12-20363
merge734-3	1	11829	107	chr3	1	96620905	107	12-20363
merge734-3	1	11936	57	chr12	1	85250903	55	12-20363
merge734-3	1	11993	772	chr3	1	96621032	773	12-20363
merge734-3	1	12770	129	chr3	1	96621996	133	12-20363
merge734-3	1	12921	63	chr3	1	96622061	69	12-20363
merge761-3	1	17737	84	chr10	1	48990759	84	12-20363
merge761-3	1	78599	510	chr20	1	9015939	503	12-20363
merge789-3	1	10261	313	chr6	1	7717150	313	12-20363
merge795-3	-1	15847	307	chr4	1	120486507	307	12-20363
merge792-3	1	7184	67	chr7	1	100694312	67	12-20363
merge743-3	1	6488	62	chr3	1	190363541	62	12-20363
merge777-3	1	19369	54	chr2	1	173066674	54	12-20363
merge784-3	1	7319	61	chrX	1	135395485	61	12-20363
merge793-3	-1	5991	481	chrX	1	112485430	483	12-20363
merge793-3	-1	5838	149	chrX	1	112485542	150	12-20363
merge802-3	-1	18653	74	chr5	1	16982806	75	12-20363
merge791-3	-1	8299	39	chr3	1	152996132	39	12-20363
merge797-3	1	8450	85	chr15	1	72425656	85	12-20363
merge797-3	-1	15811	103	chr7	1	32579526	96	12-20363
merge807-3	1	3150	318	chr9	1	60773510	318	12-20363
merge811-3	1	12016	92	chr10	1	86594484	92	12-20363
merge811-3	-1	7067	82	chr14	1	79020165	83	12-20363
merge811-3	1	12190	64	chr12	1	85759546	59	12-20363
merge801-3	-1	30621	140	chr3	1	115798105	140	12-20363
merge810-3	1	22085	46	chrX	1	67546514	46	12-20363
merge812-3	1	18582	51	chr1	1	10212881	51	12-20363
merge790-3	1	6307	68	chr7	1	35838281	68	12-20363
merge790-3	1	6375	104	chr7	1	118693874	104	12-20363
merge813-3	-1	8046	174	chr8	1	10358580	174	12-20363
merge759-3	-1	29610	52	chr7	1	48121870	52	12-20363
merge764-3	1	8148	85	chr9	1	92831182	85	12-20363
merge814-3	-1	3568	95	chr8	1	97825055	97	12-20363
merge814-3	-1	3470	98	chr8	1	97819138	98	12-20363
merge814-3	-1	3346	124	chr8	1	97816055	124	12-20363
merge814-3	-1	3275	71	chr8	1	97815327	72	12-20363
merge814-3	-1	3162	113	chr8	1	97805351	113	12-20363
merge814-3	-1	2848	314	chr8	1	97775790	317	12-20363
merge794-3	-1	16880	309	chrX	1	23076342	309	12-20363
merge783-3	-1	15517	32	chr2	1	227917149	32	12-20363
merge825-3	1	1660	51	chr5	1	51420469	51	12-20363
merge820-3	-1	14566	276	chr7	1	123909465	279	12-20363
merge822-3	1	9570	146	chr4	1	156013880	146	12-20363
merge822-3	1	9716	136	chr4	1	53885131	136	12-20363
merge822-3	-1	10789	104	chr18	1	53086049	104	12-20363
merge821-3	1	17021	47	chr4	1	146324296	47	12-20363
merge786-3	-1	16726	51	chr1	1	74055180	51	12-20363
merge805-3	1	2121	317	chrX	1	85254322	317	12-20363
merge824-3	1	9780	75	chr10	1	69409865	75	12-20363
merge806-3	1	61163	77	chr14	1	55318331	77	12-20363
merge823-3	-1	43556	53	chr14	1	87924279	53	12-20363
merge823-3	-1	43493	63	chrX	1	150583387	63	12-20363
merge816-3	-1	11585	176	chr7	1	112551905	176	12-20363
merge817-3	-1	17944	91	chr11	1	127279776	87	12-20363
merge826-3	-1	19661	32	chr4	1	142061905	32	12-20363
merge3-12	-1	25604	318	chr7	1	85461769	318	12-22919
merge3-12	1	15884	43	chr11	1	87102700	43	12-22919
merge3-12	1	15927	90	chr6	1	30468530	92	12-22919
merge19-7	-1	24007	303	chr6	1	124522861	301	12-22919
merge16-7	1	20242	304	chr6	1	85316647	304	12-22919
merge18-7	-1	30644	300	chr7	1	19687346	300	12-22919
merge7-8	1	45845	314	chr1	1	59288815	313	12-22919
merge31-6	1	17750	313	chr1	1	82497619	312	12-22919
merge35-3	1	27892	72	chr6	1	124779312	72	12-22919
merge39-6	-1	26272	216	chr4	1	79432835	216	12-22919
merge34-6	-1	12176	185	chr12	1	43260748	185	12-22919
merge45-5	1	20203	311	chr5	1	113545728	311	12-22919
merge48-5	-1	8668	305	chr1	1	42277513	305	12-22919
merge47-5	-1	41913	321	chr9	1	18508903	321	12-22919
merge51-4	-1	15193	313	chr13	1	63082059	313	12-22919
merge56-5	1	21338	318	chrY	1	5960392	318	12-22919
merge52-4	1	30203	310	chr13	1	63082059	310	12-22919
merge53-4	-1	11606	308	chr20	1	55888173	308	12-22919
merge54-4	1	18867	315	chr13	1	63082060	315	12-22919
merge55-5	-1	15477	109	chr10	1	27753212	110	12-22919
merge55-5	-1	15329	144	chr10	1	27753220	142	12-22919
merge55-5	-1	15264	65	chr10	1	27753104	67	12-22919
merge55-5	1	30934	311	chr14	1	63420768	311	12-22919
merge58-4	1	36605	275	chr12	1	73697956	275	12-22919
merge57-5	-1	35707	275	chr12	1	73697956	275	12-22919
merge61-5	1	37967	58	chr12	1	66531257	58	12-22919
merge24-7	-1	38397	239	chr7	1	99967217	239	12-22919
merge15-8	1	30570	409	chr9	1	6380790	409	12-22919
merge15-8	1	30980	131	chr9	1	42255082	131	12-22919
merge65-5	-1	27065	328	chr5	1	159165399	328	12-22919
merge74-3	-1	15516	296	chr3	1	193436826	296	12-22919
merge67-5	-1	32596	321	chr16	1	19219116	321	12-22919
merge59-5	1	18287	296	chr11	1	97230807	296	12-22919
merge73-3	1	8168	294	chr19	1	23138000	294	12-22919
merge78-4	1	6959	309	chr1	1	171292095	309	12-22919
merge77-4	-1	12603	75	chr3	1	85321091	75	12-22919
merge20-7	1	38807	275	chr4	1	158734780	275	12-22919
merge80-4	1	19164	34	chr17	1	10615437	34	12-22919
merge71-5	1	11813	80	chr6	1	52333288	77	12-22919
merge71-5	1	11893	75	chr10	1	99132187	75	12-22919
merge82-4	-1	4308	298	chr10	1	64912490	298	12-22919
merge81-4	-1	45080	306	chr1	1	188632766	304	12-22919
merge75-5	1	28474	64	chr12	1	67540473	64	12-22919
merge96-4	-1	16348	307	chr15	1	24438161	312	12-22919
merge95-4	-1	15737	295	chr13	1	50901096	295	12-22919
merge88-3	1	9363	323	chr6	1	19155413	323	12-22919
merge102-4	1	10037	307	chr4	1	120887785	307	12-22919
merge101-4	1	21056	305	chr3	1	174897830	305	12-22919
merge87-3	1	9754	323	chr4	1	85643234	323	12-22919
merge103-4	-1	18686	307	chr8	1	47955180	307	12-22919
merge118-3	-1	8490	183	chr2	1	222116486	185	12-22919
merge118-3	-1	8303	184	chr7	1	79135949	175	12-22919
merge118-3	1	8429	64	chr2	1	131947535	64	12-22919
merge111-4	1	26022	301	chr5	1	94580593	301	12-22919
merge111-4	-1	1502	131	chr4	1	42774011	144	12-22919
merge111-4	1	28656	47	chr18	1	59158023	46	12-22919
merge111-4	-1	1314	139	chr4	1	42773876	143	12-22919
merge111-4	-1	1233	81	chr3	1	164437772	83	12-22919
merge121-3	1	7833	111	chr1	1	79257043	110	12-22919
merge126-3	-1	4515	50	chr4	1	145471096	50	12-22919
merge123-3	-1	14471	30	chr14	1	22436238	30	12-22919
merge124-3	1	20596	60	chr16	1	56277786	60	12-22919
merge122-3	1	12719	306	chr4	1	132898456	306	12-22919
merge93-4	1	20087	307	chr12	1	54066965	307	12-22919
merge125-3	1	17522	55	chrY	1	9533844	55	12-22919
merge128-3	1	13033	93	chr2	1	197500344	94	12-22919
merge128-3	1	13126	173	chr2	1	197501072	167	12-22919
merge128-3	1	13305	86	chr15	1	90634894	86	12-22919
merge128-3	1	13391	176	chr2	1	197503206	172	12-22919
merge130-3	-1	22667	49	chr6	1	146691412	49	12-22919
merge112-3	1	11971	322	chr10	1	55942285	322	12-22919
merge135-3	1	22267	147	chr18	1	39972005	137	12-22919
merge115-4	1	30880	311	chr6	1	22468749	307	12-22919
merge144-3	-1	7689	54	chr3	1	115997711	54	12-22919
merge90-4	1	4338	67	chr4	1	153990798	67	12-22919
merge86-4	1	30965	321	chr4	1	85643236	321	12-22919
merge150-3	1	13026	71	chr6	1	81448574	71	12-22919
merge150-3	1	13097	139	chr3	1	13348910	140	12-22919
merge133-3	1	3437	67	chr9	1	127523167	67	12-22919
merge143-3	1	20244	148	chr9	1	84926085	147	12-22919
merge151-3	1	13377	298	chr15	1	79599517	298	12-22919
merge145-3	1	15813	211	chr7	1	141414074	211	12-22919
merge127-3	-1	13423	120	chr11	1	64707845	120	12-22919
merge155-3	1	18257	294	chr20	1	17122815	294	12-22919
merge142-3	1	29395	93	chr10	1	14826022	93	12-22919
merge158-3	-1	16783	51	chr18	1	47684838	51	12-22919
merge168-3	1	14610	54	chr14	1	23887635	54	12-22919
merge172-3	1	11550	73	chr3	1	20106971	73	12-22919
merge162-3	1	7273	71	chr10	1	37402103	71	12-22919
merge157-3	1	22701	54	chr1	1	170689839	53	12-22919
merge163-3	-1	18970	51	chr13	1	57503831	51	12-22919
merge177-3	-1	14388	307	chr15	1	55576174	307	12-22919
merge175-3	-1	3159	38	chr18	1	13473655	38	12-22919
merge171-3	1	6248	301	chr9	1	29624712	301	12-22919
merge173-3	1	13313	325	chr20	1	17122806	325	12-22919
merge185-3	-1	2834	46	chr4	1	121039174	46	12-22919
merge165-3	1	13818	51	chr2	1	10638293	51	12-22919
merge165-3	1	13874	49	chr12	1	11348602	49	12-22919
merge180-3	-1	18395	343	chr16	1	81085873	343	12-22919
merge166-3	-1	14624	308	chr12	1	47003007	308	12-22919
merge186-3	1	22139	31	chr16	1	23169258	31	12-22919
merge181-3	1	16289	56	chr16	1	83134536	56	12-22919
merge176-3	1	13725	69	chr2	1	7248825	69	12-22919
merge182-3	1	17007	121	chr5	1	122768462	121	12-22919
merge179-3	-1	25301	137	chr16	1	61960085	137	12-22919
merge179-3	-1	25229	68	chr4	1	181221251	67	12-22919
merge187-3	-1	9077	93	chr9	1	35999269	90	12-22919
merge187-3	1	34616	66	chr2	1	108415418	63	12-22919
merge188-3	-1	20719	108	chrX	1	1514657	104	12-22919
merge193-3	-1	13223	304	chr4	1	163580797	304	12-22919
merge193-3	1	44913	53	chr2	1	144601354	53	12-22919
merge193-3	1	44967	689	chr2	1	144601435	664	12-22919
merge178-3	1	21287	315	chr2	1	160939098	315	12-22919
merge207-3	-1	6302	44	chrX	1	151451634	44	12-22919
merge203-3	-1	9401	73	chr7	1	23231824	73	12-22919
merge209-3	-1	18318	239	chr7	1	118620367	241	12-22919
merge159-3	1	13044	95	chr7	1	83606693	95	12-22919
merge167-3	-1	14004	108	chr7	1	23231830	108	12-22919
merge189-3	1	0	500	chr21	1	32482515	484	12-22919
merge189-3	-1	16106	32	chr16	1	89208765	32	12-22919
merge191-3	1	5033	162	chr2	1	119444151	172	12-22919
merge201-3	1	3195	68	chr3	1	175504553	67	12-22919
merge156-3	1	18895	140	chr11	1	14776543	140	12-22919
merge206-3	1	39239	92	chr6	1	18888624	96	12-22919
merge10-11	-1	43849	194	chr9	1	113042303	194	13-10635
merge10-11	1	30901	147	chr14	1	80105256	147	13-10635
merge10-11	-1	43543	159	chr4	1	113778439	159	13-10635
merge25-10	1	47813	277	chr3	1	28937464	276	13-10635
merge3-14	-1	56071	310	chr2	1	213588520	310	13-10635
merge13-11	-1	85393	194	chrX	1	3309671	185	13-10635
merge13-11	-1	67764	57	chr4	1	130011085	57	13-10635
merge2-15	-1	49468	261	chr5	1	161004324	261	13-10635
merge42-3	1	10940	307	chr7	1	86327227	305	13-10635
merge38-5	-1	21786	33	chr8	1	24975084	32	13-10635
merge38-5	1	26120	40	chr6	1	78553948	40	13-10635
merge38-5	-1	21598	39	chrX	1	132970923	39	13-10635
merge43-9	1	28976	315	chr9	1	98266482	315	13-10635
merge37-9	-1	42929	127	chr2	1	197866068	135	13-10635
merge44-4	-1	26248	305	chr20	1	44270164	305	13-10635
merge50-8	-1	10716	289	chr1	1	165808116	289	13-10635
merge29-3	1	23949	69	chr2	1	41983257	69	13-10635
merge29-3	-1	14673	59	chr1	1	44795213	60	13-10635
merge7-9	-1	68262	326	chr19	1	13617737	317	13-10635
merge28-6	1	18947	79	chr2	1	135493098	79	13-10635
merge41-9	1	46872	302	chr7	1	86327230	302	13-10635
merge45-9	1	57083	34	chr5	1	8013255	34	13-10635
merge52-8	1	39396	331	chr1	1	54025863	331	13-10635
merge62-3	-1	22259	79	chr21	1	17085189	79	13-10635
merge60-3	1	30429	88	chr21	1	17085193	88	13-10635
merge59-8	1	39777	48	chr16	1	62541341	48	13-10635
merge70-8	1	17285	582	chr9	1	12556849	581	13-10635
merge70-8	1	17867	78	chr20	1	41982864	78	13-10635
merge76-4	-1	37248	319	chr9	1	97998787	319	13-10635
merge64-8	1	59067	232	chr19	1	22700044	233	13-10635
merge54-8	1	27516	318	chr13	1	30601460	318	13-10635
merge75-8	1	29277	319	chr6	1	54691652	319	13-10635
merge80-7	-1	32398	66	chrM	1	2583	66	13-10635
merge81-7	-1	20531	48	chr2	1	147760362	48	13-10635
merge55-3	1	33053	331	chr9	1	73386229	327	13-10635
merge82-3	-1	36511	71	chr2	1	147760353	71	13-10635
merge82-3	-1	36448	62	chr16	1	69478461	62	13-10635
merge84-7	-1	33701	314	chr12	1	60322295	314	13-10635
merge83-7	-1	30948	129	chr7	1	77686306	129	13-10635
merge56-8	-1	62583	268	chr13	1	95981220	268	13-10635
merge72-8	-1	33190	185	chr4	1	87157678	185	13-10635
merge51-8	-1	54601	55	chr4	1	21648063	55	13-10635
merge77-8	1	41235	312	chr6	1	141796218	312	13-10635
merge48-8	-1	41940	36	chr18	1	41727887	36	13-10635
merge95-6	-1	16327	38	chr1	1	91922433	38	13-10635
merge95-6	-1	16212	115	chr12	1	113477019	103	13-10635
merge58-8	-1	38564	317	chr1	1	85940121	317	13-10635
merge98-3	-1	25092	63	chr13	1	18936046	63	13-10635
merge91-7	-1	55319	51	chr2	1	162256632	52	13-10635
merge87-7	-1	45767	304	chr14	1	23706359	304	13-10635
merge103-6	-1	33036	151	chr1	1	109654078	154	13-10635
merge103-6	1	7134	84	chr7	1	35838276	83	13-10635
merge103-6	-1	32582	370	chr1	1	241326646	370	13-10635
merge103-6	1	7588	313	chr1	1	196602772	313	13-10635
merge88-3	-1	28620	305	chr14	1	23706359	304	13-10635
merge74-8	1	36733	346	chr1	1	104846981	346	13-10635
merge97-3	-1	8122	305	chr9	1	95873022	304	13-10635
merge94-7	1	25398	273	chr17	1	33712637	273	13-10635
merge105-3	-1	26002	61	chr7	1	131444760	61	13-10635
merge108-6	-1	28447	53	chr2	1	222113391	53	13-10635
merge104-4	-1	25187	70	chr4	1	115410576	69	13-10635
merge113-6	-1	48800	72	chr15	1	38989453	72	13-10635
merge113-6	1	16360	50	chr3	1	49984614	50	13-10635
merge113-6	1	16412	52	chr3	1	49984611	52	13-10635
merge71-8	-1	34800	209	chr3	1	141969056	220	13-10635
merge71-8	-1	34485	299	chr3	1	141968575	289	13-10635
merge71-8	-1	34224	258	chr3	1	141968730	262	13-10635
merge71-8	1	28151	64	chr13	1	25531262	62	13-10635
merge71-8	-1	34070	86	chr12	1	103023010	81	13-10635
merge92-7	-1	21714	29	chrX	1	54437417	29	13-10635
merge4-14	-1	51434	132	chr8	1	47299088	132	13-10635
merge4-14	-1	51164	263	chr7	1	144693279	263	13-10635
merge115-4	1	14475	309	chr8	1	78427776	309	13-10635
merge96-6	1	67135	304	chr4	1	180628288	303	13-10635
merge119-4	-1	38684	328	chr14	1	78361903	328	13-10635
merge120-3	-1	12385	334	chr14	1	78361901	334	13-10635
merge122-6	1	29407	313	chr2	1	201082699	313	13-10635
merge112-6	-1	18333	120	chr9	1	110701673	121	13-10635
merge85-7	1	41938	312	chrX	1	38897843	312	13-10635
merge138-3	1	11673	310	chr1	1	109055107	310	13-10635
merge128-6	-1	26555	96	chr7	1	90208352	96	13-10635
merge128-6	-1	26443	109	chr4	1	174342327	109	13-10635
merge123-3	1	43561	315	chr17	1	59032242	315	13-10635
merge110-6	1	35214	307	chr13	1	63082059	307	13-10635
merge148-6	1	27446	310	chr3	1	74716274	310	13-10635
merge150-5	-1	23675	124	chr5	1	66018432	120	13-10635
merge150-5	-1	23608	49	chr16	1	27294717	49	13-10635
merge141-3	1	26780	120	chr17	1	59261910	120	13-10635
merge136-6	1	35554	314	chr3	1	52675833	314	13-10635
merge137-6	-1	53306	320	chr1	1	109055097	320	13-10635
merge151-5	-1	27417	45	chrX	1	152998738	45	13-10635
merge156-5	-1	33649	307	chr10	1	112398059	307	13-10635
merge142-6	1	45255	47	chr5	1	162781551	45	13-10635
merge157-3	-1	22435	310	chr10	1	112398054	310	13-10635
merge132-6	1	11620	316	chr4	1	63576839	316	13-10635
merge159-5	-1	19860	88	chr16	1	23260105	88	13-10635
merge159-5	-1	19784	76	chr4	1	26214927	79	13-10635
merge145-3	-1	16704	51	chr4	1	87226767	51	13-10635
merge162-5	-1	20226	299	chr5	1	167105629	299	13-10635
merge117-6	-1	23318	325	chr14	1	78361903	325	13-10635
merge117-6	1	57402	206	chr12	1	83715323	232	13-10635
merge117-6	1	57621	187	chr12	1	83715590	207	13-10635
merge139-6	-1	50814	304	chr3	1	131958995	304	13-10635
merge158-4	-1	13409	311	chr10	1	112398053	311	13-10635
merge175-5	1	34419	106	chr6	1	114799707	99	13-10635
merge175-5	-1	20904	49	chr20	1	29113847	47	13-10635
merge47-9	1	108673	221	chr7	1	90204337	221	13-10635
merge173-5	1	14157	320	chr15	1	45775799	320	13-10635
merge172-5	-1	26220	60	chrX	1	154390488	60	13-10635
merge165-5	-1	35128	96	chr13	1	89092778	96	13-10635
merge178-3	1	18117	311	chr3	1	122419605	311	13-10635
merge177-5	1	44817	315	chr3	1	122419603	315	13-10635
merge134-6	1	17077	71	chr18	1	40601539	71	13-10635
merge161-5	-1	36782	310	chr19	1	42818258	310	13-10635
merge164-5	1	27535	157	chr2	1	25634405	157	13-10635
merge164-5	1	27692	338	chr2	1	25705958	339	13-10635
merge147-6	-1	76433	224	chr1	1	163643055	224	13-10635
merge167-4	1	37298	338	chr15	1	45775781	336	13-10635
merge188-5	-1	31715	59	chr6	1	55853157	59	13-10635
merge180-5	1	19474	304	chr15	1	79599513	304	13-10635
merge170-5	-1	40092	70	chr12	1	48983299	70	13-10635
merge176-5	-1	24537	59	chr6	1	72941662	59	13-10635
merge181-5	1	45336	93	chrY	1	18493093	93	13-10635
merge182-5	1	25378	306	chr20	1	26132226	306	13-10635
merge160-4	-1	21670	41	chr1	1	241554256	41	13-10635
merge196-4	-1	26616	56	chr10	1	125360457	56	13-10635
merge196-4	1	26652	120	chr1	1	112571477	120	13-10635
merge196-4	1	26777	68	chr19	1	10938677	68	13-10635
merge191-5	-1	14643	69	chr7	1	138178138	69	13-10635
merge195-5	-1	18590	301	chr3	1	123517909	301	13-10635
merge207-3	1	11110	322	chr18	1	14822983	322	13-10635
merge205-3	1	9566	329	chr18	1	14822976	329	13-10635
merge206-3	1	19134	329	chr18	1	14822976	329	13-10635
merge204-3	1	11038	306	chr2	1	232730614	306	13-10635
merge202-4	1	3899	305	chr13	1	59083645	305	13-10635
merge211-4	-1	25623	126	chr18	1	43614031	129	13-10635
merge146-6	1	13950	158	chr5	1	114922387	157	13-10635
merge210-4	1	15911	105	chr13	1	49061585	104	13-10635
merge210-4	1	16027	53	chrX	1	668170	52	13-10635
merge210-4	-1	22595	57	chr6	1	18768667	55	13-10635
merge210-4	1	16183	64	chr8	1	23746324	59	13-10635
merge214-4	-1	15611	45	chr22	1	44529044	45	13-10635
merge201-4	1	22433	317	chr6	1	131541932	317	13-10635
merge149-5	-1	50678	77	chrX	1	115706050	77	13-10635
merge223-4	1	11098	73	chr17	1	72729404	73	13-10635
merge183-4	1	41436	269	chr8	1	13818148	269	13-10635
merge187-5	-1	27619	310	chr8	1	85043445	310	13-10635
merge226-3	-1	6646	170	chr15	1	21159672	170	13-10635
merge222-4	-1	71603	72	chr20	1	2611846	72	13-10635
merge230-4	-1	7237	42	chr6	1	14003648	42	13-10635
merge229-4	1	20456	45	chr6	1	14003648	45	13-10635
merge225-4	-1	22368	196	chr15	1	50638203	196	13-10635
merge227-4	1	18042	69	chrX	1	148484679	69	13-10635
merge227-4	1	18111	183	chr4	1	32939431	183	13-10635
merge192-5	1	18983	52	chr13	1	29835139	52	13-10635
merge213-4	-1	27822	302	chr1	1	42277513	302	13-10635
merge240-4	1	13180	54	chrX	1	35853872	54	13-10635
merge193-5	-1	41436	53	chr8	1	4078887	53	13-10635
merge236-4	-1	19086	278	chr14	1	46966755	276	13-10635
merge236-4	-1	18779	307	chr8	1	81085973	307	13-10635
merge231-4	-1	27858	38	chr20	1	32585078	38	13-10635
merge190-5	-1	62724	110	chr18	1	68210048	113	13-10635
merge190-5	1	33495	151	chr12	1	123452941	153	13-10635
merge228-4	-1	44700	241	chr18	1	1720304	240	13-10635
merge228-4	1	18496	55	chr4	1	44235526	55	13-10635
merge186-5	-1	13636	64	chr22	1	35899113	64	13-10635
merge242-4	1	16302	54	chr5	1	119782632	54	13-10635
merge234-4	-1	27969	64	chr1	1	202691720	64	13-10635
merge247-4	-1	21155	72	chr10	1	85819966	72	13-10635
merge232-4	1	24751	81	chr13	1	89521963	80	13-10635
merge232-4	1	26862	119	chr1	1	9380202	116	13-10635
merge232-4	1	26981	109	chr10	1	7566796	109	13-10635
merge232-4	-1	0	680	chr19	1	5795445	684	13-10635
merge245-4	1	3199	117	chr1	1	154125620	120	13-10635
merge249-4	1	23661	311	chr17	1	18689763	312	13-10635
merge219-4	-1	77072	53	chr5	1	125589757	53	13-10635
merge256-4	1	23970	89	chr10	1	97678913	89	13-10635
merge198-4	1	65305	302	chr3	1	187108877	303	13-10635
merge251-4	1	17808	107	chr9	1	14719527	107	13-10635
